Year,Make,Model,transmission,mileage,price,Year,Make,Model
1998,Bomz,racing seat ,            other,NA,80,1998,Bomz,racing seat
2005,ford-tahoe,  ,            automatic,182000,7300,2005,ford-tahoe,
1990,acura,integra  ,            manual,NA,1750,1990,acura,integra
2005,chevy,silverado  ,            automatic,182000,5200,2005,chevy,silverado
2005,BMW,645ci Convertible ,            automatic,52716,16895,2005,BMW,645ci Convertible
2009,Mini,Cooper S ,            automatic,81564,8495,2009,Mini,Cooper S
2012,Ford,Focus SE ,            automatic,99797,8395,2012,Ford,Focus SE
2006,Mercedes-Benz,E350 4Matic ,            automatic,118312,7795,2006,Mercedes-Benz,E350 4Matic
2014,INFINITI,Q50  ,            automatic,41982,24498,2014,INFINITI,Q50
2016,Hyundai,Elantra  ,            automatic,38819,11695,2016,Hyundai,Elantra
2016,Nissan,Versa  ,            automatic,30152,11298,2016,Nissan,Versa
2013,Mazda,Mazda3  ,            automatic,75093,10793,2013,Mazda,Mazda3
2013,Mazda,Mazda3  ,            automatic,48215,13991,2013,Mazda,Mazda3
2009,Chevy,Malibu LTZ ,            automatic,88803,9795,2009,Chevy,Malibu LTZ
2003,Mercedes-Benz,E500  ,            automatic,99772,6995,2003,Mercedes-Benz,E500
2013,Toyota,Tacoma TRD Access,            automatic,58334,25895,2013,Toyota,Tacoma TRD Access 4x4
2011,GMC,Sierra Z71 Crew,            automatic,112226,19895,2011,GMC,Sierra Z71 Crew 4x4
1999,Harley,Davidson 1200 Sportster,            manual,21956,3995,1999,Harley,Davidson 1200 Sportster
2012,Toyota,Camry SE ,            automatic,82500,12500,2012,Toyota,Camry SE
1996,ford,e350  ,            automatic,220594,9000,1996,ford,e350
2015,Honda,Accord Sedan ,            automatic,10361,NA,2015,Honda,Accord Sedan
2007,GMC,Yukon  ,            automatic,NA,18999,2007,GMC,Yukon
2008,Chevrolet,Avalanche 1500 ,            automatic,NA,12555,2008,Chevrolet,Avalanche 1500
2007,Lexus,LS  ,            automatic,NA,14000,2007,Lexus,LS
2006,Ford,F-150  ,            automatic,NA,7777,2006,Ford,F-150
2016,Toyota,Tacoma  ,            automatic,11647,NA,2016,Toyota,Tacoma
2016,Chevrolet,Equinox  ,NA,18104,NA,2016,Chevrolet,Equinox
1998,Honda,Accord  ,            automatic,180000,500,1998,Honda,Accord
2014,volkswagen,jetta gli ,            automatic,59700,NA,2014,volkswagen,jetta gli
2014,infiniti,q50  ,            automatic,43165,NA,2014,infiniti,q50
1989,chevy,1500,            automatic,NA,700,1989,chevy,1500
2004,Ford,Thunderbird  ,            automatic,110575,10100,2004,Ford,Thunderbird
2006,Honda,Pilot  ,            automatic,198608,5250,2006,Honda,Pilot
1977,chevrolet,corvette  ,            automatic,NA,12000,1977,chevrolet,corvette
2014,Hyundai,Sonata  ,            automatic,35419,14120,2014,Hyundai,Sonata
2011,chevrolet,camaro rs ,            automatic,29319,18500,2011,chevrolet,camaro rs
2015,honda,civic lx ,            automatic,31847,NA,2015,honda,civic lx
2014,toyota,tundra  ,            automatic,39500,NA,2014,toyota,tundra
2015,dodge,journey  ,            automatic,27846,NA,2015,dodge,journey
1986,Suzuki,samurai  ,            manual,NA,2500,1986,Suzuki,samurai
1992,cadillac,deville  ,            automatic,NA,2000,1992,cadillac,deville
1989,chevrolet,K1500  ,            manual,206000,1500,1989,chevrolet,K1500
2013,chevy,camaro  ,            manual,29400,NA,2013,chevy,camaro
2004,Isuzu,Rodeo  ,            automatic,76162,5495,2004,Isuzu,Rodeo
2012,Ford,Escape  ,            automatic,121969,8995,2012,Ford,Escape
2010,dodge,grand caravan se,            automatic,NA,11500,2010,dodge,grand caravan se
1999,Dodge,Ram 1500 ,            automatic,126665,4995,1999,Dodge,Ram 1500
2005,Cadillac,CTS  ,            automatic,94101,7995,2005,Cadillac,CTS
2009,Cadillac,SRX  ,            automatic,98130,11995,2009,Cadillac,SRX
2007,Chevrolet,Suburban  ,            automatic,127684,14500,2007,Chevrolet,Suburban
2011,Ford,Fusion  ,            automatic,64538,9995,2011,Ford,Fusion
2015,GMC,Acadia  ,            automatic,NA,NA,2015,GMC,Acadia
2017,Toyota,Tacoma  ,            automatic,7483,NA,2017,Toyota,Tacoma
2016,kia,soul + ,            automatic,18000,15000,2016,kia,soul +
2014,FLEETWOOD,14dbs  ,            automatic,0,NA,2014,FLEETWOOD,14dbs
2009,Dodge,Ram 1500 ,            automatic,NA,NA,2009,Dodge,Ram 1500
2013,GMC,Yukon  ,            automatic,NA,NA,2013,GMC,Yukon
1996,jeep,cherokee  ,            automatic,NA,3000,1996,jeep,cherokee
2011,Dodge,Avenger LUX ,            automatic,87468,9395,2011,Dodge,Avenger LUX
2008,Pontiac,Grand Prix GXP,            automatic,69980,9895,2008,Pontiac,Grand Prix GXP
2006,volkswagen,jetta  ,            manual,177000,3000,2006,volkswagen,jetta
2010,VW,CC Sport Turbo,            automatic,89914,9895,2010,VW,CC Sport Turbo
1987,LAND,CRUISER  ,            manual,161000,24999,1987,LAND,CRUISER
1991,ford,ranger xlt ,            manual,74198,1300,1991,ford,ranger xlt
2005,Honda,Accord EX ,            automatic,NA,1600,2005,Honda,Accord EX
2004,vw,jetta 1.8t ,            automatic,NA,4000,2004,vw,jetta 1.8t
1982,chevy,s10 pickup ,            other,NA,NA,1982,chevy,s10 pickup
2001,Ford,focus zx3 ,            manual,132329,1900,2001,Ford,focus zx3
2016,Chevrolet,Silverado 1500 ,            automatic,4149,NA,2016,Chevrolet,Silverado 1500
2013,Chevy,Impala  ,            automatic,77599,11995,2013,Chevy,Impala
2013,Chevy,Impala  ,            automatic,77599,11995,2013,Chevy,Impala
2013,Toyota,Highlander  ,            automatic,NA,NA,2013,Toyota,Highlander
2013,Toyota,Tacoma  ,NA,NA,NA,2013,Toyota,Tacoma
1994,caddilac,deville  ,            automatic,NA,2500,1994,caddilac,deville
1982,chev,el camino ,            automatic,100000,7000,1982,chev,el camino
1988,Honda,accord  ,            manual,151000,400,1988,Honda,accord
1998,honda,civic coupe ,            manual,133,3300,1998,honda,civic coupe
2013,Subaru,Forester  ,            automatic,58703,16994,2013,Subaru,Forester
2016,Mazda,CX-5  ,            automatic,9840,29488,2016,Mazda,CX-5
2016,Kia,Optima  ,            automatic,15978,16898,2016,Kia,Optima
2012,Honda,Accord  ,            manual,72132,11988,2012,Honda,Accord
2012,Toyota,Highlander  ,            automatic,113523,19898,2012,Toyota,Highlander
2012,Kenworth,T700  ,            other,NA,NA,2012,Kenworth,T700
2006,BMW,330Ci  ,            automatic,120402,8925,2006,BMW,330Ci
2014,Porsche,Cayman  ,            automatic,4618,48459,2014,Porsche,Cayman
2013,nissan,murano s ,            automatic,43670,21599,2013,nissan,murano s
2008,Honda,CB750  ,            other,NA,3000,2008,Honda,CB750
1953,GMC,42737 ton pickup,            manual,NA,8500,1953,GMC,1/2 ton pickup
2016,kia,sorento lx ,            automatic,12100,19999,2016,kia,sorento lx
2011,ford,focus sel ,            automatic,76516,6999,2011,ford,focus sel
2014,chevrolet,impala ls ,            automatic,43773,15599,2014,chevrolet,impala ls
1998,Jeep,  ,            automatic,157000,4750,1998,Jeep,
2011,chevrolet,trailblazer ltz ,            automatic,60960,16999,2011,chevrolet,trailblazer ltz
2014,kia,optima ex ,            automatic,24126,18999,2014,kia,optima ex
2011,gmc,terrain  ,            automatic,87877,11999,2011,gmc,terrain
1994,toyota,celica  ,            automatic,180000,2500,1994,toyota,celica
1994,toyota,celica  ,            automatic,180000,2500,1994,toyota,celica
2014,volkswagen,jetta gli pzev,            automatic,59700,NA,2014,volkswagen,jetta gli pzev
2015,kia,soul  ,            manual,56758,12599,2015,kia,soul
2016,kia,optima lx ,            automatic,35381,14999,2016,kia,optima lx
1993,Ford,f150 4x4 ,            manual,NA,1500,1993,Ford,f150 4x4
2009,TOYOTA,TUNDRA  ,            automatic,NA,8800,2009,TOYOTA,TUNDRA
2013,kia,optima ex ,            automatic,40918,13999,2013,kia,optima ex
1994,am,general  ,            automatic,26250,24500,1994,am,general
2012,ford,mustang v6 ,            manual,58112,NA,2012,ford,mustang v6
2007,bmw,m6 convertible ,            manual,61537,NA,2007,bmw,m6 convertible
2012,subaru,impreza wagon ,            automatic,42089,14299,2012,subaru,impreza wagon
2013,kia,optima sx ,            automatic,29589,18999,2013,kia,optima sx
2015,KIA,OPTIMA EX ,            automatic,32518,15999,2015,KIA,OPTIMA EX
2009,chevrolet,1500 silverado ,            automatic,112417,19599,2009,chevrolet,1500 silverado
2014,Chevrolet,Cruze  ,            automatic,75032,10798,2014,Chevrolet,Cruze
2016,Honda,HR-V  ,            automatic,26975,NA,2016,Honda,HR-V
2014,Dodge,Charger  ,            automatic,NA,NA,2014,Dodge,Charger
2013,Toyota,Prius  ,NA,NA,NA,2013,Toyota,Prius
2015,Dodge,Challenger  ,            automatic,10799,NA,2015,Dodge,Challenger
2004,bmw,325i  ,            automatic,NA,5500,2004,bmw,325i
2015,toyota,corolla  ,            automatic,NA,15900,2015,toyota,corolla
2016,THULE,  ,            other,NA,350,2016,THULE,
2011,Ford,F150 Lariat ,            automatic,79000,25495,2011,Ford,F150 Lariat
2018,buy,here pay here,            automatic,10000000,800,2018,buy,here pay here
2003,CHEV,C7500  ,            automatic,NA,NA,2003,CHEV,C7500
2007,Jeep,Wrangler  ,            manual,71000,17000,2007,Jeep,Wrangler
1998,Dodge,3500,            automatic,NA,10,1998,Dodge,3500
2015,Ford,Expedition  ,NA,20070,NA,2015,Ford,Expedition
2014,Toyota,Tacoma  ,NA,NA,NA,2014,Toyota,Tacoma
2002,Ranger,  ,            automatic,NA,1900,2002,Ranger,
1993,Toyota,Tundra  ,            manual,190000,2500,1993,Toyota,Tundra
2012,Volvo,670,            other,NA,NA,2012,Volvo,670
1995,Nissan,d21  ,            manual,NA,2300,1995,Nissan,d21
1988,volvo,240,            manual,NA,2000,1988,volvo,240
1964,Chevrolet,  ,            automatic,NA,2500,1964,Chevrolet,
2001,bmw,540i m sport,            automatic,98000,3900,2001,bmw,540i m sport
1942,Chevrolet,  ,            manual,NA,2500,1942,Chevrolet,
1998,volvo,850 wagon ,            automatic,150000,NA,1998,volvo,850 wagon
1996,gmc,s15 jimmy ,            automatic,NA,2500,1996,gmc,s15 jimmy
1986,jeep,wagoneer  ,            automatic,130,2500,1986,jeep,wagoneer
1999,Chevy,Corvette  ,            automatic,NA,16000,1999,Chevy,Corvette
1968,vw,bug  ,            manual,NA,4000,1968,vw,bug
2005,BMW,X5 4.4i ,            automatic,132869,8335,2005,BMW,X5 4.4i
2006,Kia,  ,            automatic,179000,2500,2006,Kia,
1941,Dodge,  ,            manual,5407,2295,1941,Dodge,
2001,chevy,cavalier  ,            automatic,194000,1200,2001,chevy,cavalier
2001,Chevrolet,Suburban  ,            automatic,NA,3900,2001,Chevrolet,Suburban
2006,ford,sportsmobile  ,            automatic,68000,65000,2006,ford,sportsmobile
1995,buick,  ,            automatic,NA,1000,1995,buick,
2006,F350,  ,            automatic,261886,9900,2006,F350,
1999,Dodge,Ram 1500 ,            automatic,126665,4995,1999,Dodge,Ram 1500
2003,F-250,  ,            automatic,155000,14900,2003,F-250,
2005,Cadillac,CTS  ,            automatic,94101,7995,2005,Cadillac,CTS
2007,Ford,Super Duty F-250,            automatic,144844,14595,2007,Ford,Super Duty F-250
2007,Dodge,Ram 3500 ,            automatic,139877,26595,2007,Dodge,Ram 3500
2010,Dodge,Ram 1500 ,            automatic,128445,14595,2010,Dodge,Ram 1500
2011,Toyota,Camry  ,            automatic,91094,9995,2011,Toyota,Camry
2011,Chevrolet,Aveo  ,            manual,68332,5995,2011,Chevrolet,Aveo
2001,Toyota,Camry  ,            automatic,210069,2995,2001,Toyota,Camry
2006,Toyota,Corolla  ,            automatic,120323,5995,2006,Toyota,Corolla
2009,vw,jetta 2.5 ,            automatic,126527,3000,2009,vw,jetta 2.5
2013,Chrysler,300,            automatic,25298,21687,2013,Chrysler,300
2014,Ford,Escape  ,            automatic,0,NA,2014,Ford,Escape
2014,FLEETWOOD,14dbs  ,            automatic,0,NA,2014,FLEETWOOD,14dbs
1966,Volkswagen,  ,            manual,NA,NA,1966,Volkswagen,
2013,Ford,F-150  ,            automatic,NA,NA,2013,Ford,F-150
2010,Chevrolet,Malibu  ,NA,NA,NA,2010,Chevrolet,Malibu
1968,FORD,GALAXIE 500 ,            automatic,NA,300,1968,FORD,GALAXIE 500
2005,toyota,corolla CE ,            automatic,92876,5500,2005,toyota,corolla CE
1981,Cj-7,  ,            manual,NA,7000,1981,Cj-7,
1996,chevy,blazer  ,            automatic,NA,500,1996,chevy,blazer
2002,ford,mustang gt ,            automatic,30000,8000,2002,ford,mustang gt
1980,chevrolet,El Camino ,            manual,NA,3500,1980,chevrolet,El Camino
1998,Pontiac,Grand Am ,            automatic,15000,4800,1998,Pontiac,Grand Am
2012,Nissan,Altima  ,            automatic,62098,NA,2012,Nissan,Altima
2013,Hyundai,Veloster  ,            automatic,66970,NA,2013,Hyundai,Veloster
2014,Ford,Fusion  ,            automatic,48240,NA,2014,Ford,Fusion
2014,Ford,Fusion  ,            automatic,51661,NA,2014,Ford,Fusion
2013,Dodge,Journey  ,            automatic,55785,NA,2013,Dodge,Journey
2013,Dodge,Grand Caravan ,            automatic,109341,NA,2013,Dodge,Grand Caravan
2010,BMW,1 Series ,            automatic,91542,NA,2010,BMW,1 Series
2013,Dodge,Charger  ,            automatic,61597,NA,2013,Dodge,Charger
2013,Kia,Soul  ,            automatic,29543,NA,2013,Kia,Soul
2014,Chevrolet,Cruze  ,            automatic,54843,NA,2014,Chevrolet,Cruze
2002,BMW,530i  ,            automatic,NA,2000,2002,BMW,530i
1990,Mazda,323,            manual,92171,2650,1990,Mazda,323
2015,kia,sorento  ,            automatic,68000,14950,2015,kia,sorento
2016,Ram,1500,            automatic,10184,NA,2016,Ram,1500
2014,Dodge,Grand Caravan ,            automatic,69140,NA,2014,Dodge,Grand Caravan
2006,BMW,3 Series ,            automatic,150297,NA,2006,BMW,3 Series
2014,Hyundai,Santa Fe Sport,            automatic,21069,24481,2014,Hyundai,Santa Fe Sport Turbo
2017,Toyota,Tacoma  ,            automatic,3564,NA,2017,Toyota,Tacoma
2015,Chevrolet,Cruze  ,            automatic,28442,NA,2015,Chevrolet,Cruze
2011,Chrysler,300,            automatic,90011,NA,2011,Chrysler,300
2011,BMW,3 Series ,            automatic,109597,NA,2011,BMW,3 Series
1950,Chrysler,Coupe  ,            automatic,NA,5000,1950,Chrysler,Coupe
2016,Jeep,Grand Cherokee ,            automatic,25816,NA,2016,Jeep,Grand Cherokee
2010,gmc,acadia SLT-1 ,            automatic,78125,13999,2010,gmc,acadia SLT-1
1996,dodge,neon  ,            manual,20000,1600,1996,dodge,neon
2011,ford,fusion  ,            automatic,50000,8800,2011,ford,fusion
2001,Chevy,Blazer Xtrem ,            automatic,NA,1800,2001,Chevy,Blazer Xtrem
2007,isuzu,npr  ,            automatic,104000,16000,2007,isuzu,npr
2006,Dodge,stratus  ,            automatic,125,2500,2006,Dodge,stratus
1998,Nissan,240 SXSE ,            manual,103000,8000,1998,Nissan,240 SXSE
1995,buick,regal  ,            automatic,NA,1000,1995,buick,regal
2016,buick,lacrosse  ,            automatic,31542,NA,2016,buick,lacrosse
2011,bmw,528i  ,            automatic,79338,NA,2011,bmw,528i
2015,honda,civic lx ,            automatic,31847,NA,2015,honda,civic lx
1993,Ford,E250  ,            automatic,NA,1000,1993,Ford,E250
1996,CHEVY,3HD  ,            automatic,NA,1550,1996,CHEVY,3HD
2013,Peterbilt,587,            other,NA,NA,2013,Peterbilt,587
2014,nissan,370z  ,            automatic,26100,NA,2014,nissan,370z
2008,HUMMER,H3  ,            automatic,NA,NA,2008,HUMMER,H3
2016,Subaru,Legacy  ,NA,7039,NA,2016,Subaru,Legacy
2016,Subaru,Legacy  ,NA,2782,NA,2016,Subaru,Legacy
1999,ford,f-150 4x4 ,            automatic,140000,5199,1999,ford,f-150 4x4
2005,Toyota,Tundra  ,            automatic,NA,NA,2005,Toyota,Tundra
2016,GMC,Yukon XL ,            automatic,21123,NA,2016,GMC,Yukon XL
1977,Merces,450SL Conv. ,            automatic,NA,12900,1977,Merces,450SL Conv.
2005,2005,F-250  ,            automatic,NA,7000,2005,2005,F-250
2002,Honda,CR-V  ,            manual,115,5000,2002,Honda,CR-V
2000,Chevy,malibu  ,            automatic,NA,1000,2000,Chevy,malibu
2008,TOYOTA,YARIS  ,            manual,NA,2995,2008,TOYOTA,YARIS
1991,chevy,s10 Blazer ,            automatic,95000,3000,1991,chevy,s10 Blazer
1972,Ford,f-100  ,            manual,NA,2500,1972,Ford,f-100
2014,Toyota,RAV4  ,            automatic,NA,NA,2014,Toyota,RAV4
2014,Chevrolet,Silverado 2500HD ,            automatic,NA,NA,2014,Chevrolet,Silverado 2500HD
1998,Isuzu,rodeo  ,            automatic,250000,NA,1998,Isuzu,rodeo
2001,Buick,Century  ,            automatic,144428,2500,2001,Buick,Century
1981,Chevy,1ton  ,            automatic,NA,2500,1981,Chevy,1ton
1995,gmc,1500 yukon ,            automatic,135000,1100,1995,gmc,1500 yukon
2005,Isuzu,NPR  ,            automatic,105191,17500,2005,Isuzu,NPR
2006,Chrysler,Pacifica  ,            automatic,138239,4597,2006,Chrysler,Pacifica
1992,lincoln,  ,            automatic,139000,1000,1992,lincoln,
2003,mitsubishi,lancer  ,            automatic,167000,2600,2003,mitsubishi,lancer
2006,chevy,cobalt  ,            automatic,213000,1600,2006,chevy,cobalt
2008,Cadillac,Escalade  ,            automatic,NA,NA,2008,Cadillac,Escalade
2014,FLEETWOOD,14dbs  ,            automatic,0,NA,2014,FLEETWOOD,14dbs
1988,ford,f450  ,            manual,172850,4000,1988,ford,f450
2014,FLEETWOOD,14dbs  ,            automatic,0,NA,2014,FLEETWOOD,14dbs
1979,chevrolet,silverado 3500 ,            automatic,NA,1800,1979,chevrolet,silverado 3500.
2014,Nissan,Versa  ,            automatic,NA,NA,2014,Nissan,Versa
2015,Toyota,4Runner  ,            automatic,NA,NA,2015,Toyota,4Runner
1994,nissan,pickup  ,            automatic,260000,2500,1994,nissan,pickup
2001,Dodge,Stratus  ,            automatic,293000,1000,2001,Dodge,Stratus
1999,Ford,F-250 V-10 ,            automatic,NA,11500,1999,Ford,F-250 V-10
1981,VW,Caddy Pickup ,            manual,157000,4700,1981,VW,Caddy Pickup
1989,Toyota,Tacoma  ,            manual,NA,NA,1989,Toyota,Tacoma
2013,Toyota,Tacoma  ,NA,NA,NA,2013,Toyota,Tacoma
2007,cadillac,dts  ,            automatic,NA,6995,2007,cadillac,dts
2002,Honda,Odyssey  ,            automatic,145806,3495,2002,Honda,Odyssey
2010,Toyota,Corolla  ,            automatic,93760,NA,2010,Toyota,Corolla
2005,Dodge,Ram 3500 ,            automatic,141177,19995,2005,Dodge,Ram 3500
2003,Ford,Expedition  ,            automatic,189621,3995,2003,Ford,Expedition
2007,Hyundai,Santa Fe ,            automatic,126357,8995,2007,Hyundai,Santa Fe
2015,Hyundai,Veloster  ,            automatic,7757,NA,2015,Hyundai,Veloster
2011,Ford,Super Duty F-350,NA,NA,NA,2011,Ford,Super Duty F-350 DRW
1994,ford,f250  ,            manual,198456,4200,1994,ford,f250
1988,Jeep,YJ Wrangler ,            manual,NA,5750,1988,Jeep,YJ Wrangler
1979,Southwind,motorhome  ,            automatic,83463,200,1979,Southwind,motorhome
2005,Toyota,corolla  ,            automatic,209039,4000,2005,Toyota,corolla
1962,Ford,Galaxie  ,            automatic,NA,12500,1962,Ford, Galaxie
2008,Kia,Rio  ,            automatic,74500,3500,2008,Kia,Rio
1994,toyota,pick up ,            manual,137067,4450,1994,toyota,pick up
2016,Hyundai,Sonata  ,            automatic,24098,16000,2016,Hyundai,Sonata
2015,ford,f 250 ,            automatic,33780,37000,2015,ford,f 250
2011,mercedes,benz e350 ,            automatic,47080,NA,2011,mercedes,benz e350
2014,infiniti,q50  ,            automatic,43165,NA,2014,infiniti,q50
2017,mitsubishi,outlander sport es,            automatic,0,NA,2017,mitsubishi,outlander sport es
2014,toyota,tundra  ,            automatic,39500,NA,2014,toyota,tundra
2011,chevrolet,impala  ,            automatic,95000,NA,2011,chevrolet,impala
2016,dodge,grand caravan ,            automatic,17349,NA,2016,dodge,grand caravan
2011,isuzu,npr box truck,            automatic,NA,17995,2011,isuzu,npr box truck
2013,hyundai,tucson limited ,            automatic,33509,18499,2013,hyundai,tucson limited
1981,GMC,Caballero/El Camino ,            automatic,NA,3800,1981,GMC,Caballero/El Camino
2011,IMCA,  ,            automatic,NA,10000,2011,IMCA,
2013,Honda,Accord  ,            automatic,44958,17949,2013,Honda,Accord
2012,Honda,Accord  ,            manual,39622,15280,2012,Honda,Accord
2015,Hyundai,Elantra  ,            automatic,NA,NA,2015,Hyundai,Elantra
2016,Honda,HR-V  ,            automatic,26975,NA,2016,Honda,HR-V
2014,Chevrolet,Silverado 2500HD ,            automatic,NA,NA,2014,Chevrolet,Silverado 2500HD
2014,Dodge,Grand Caravan ,            automatic,NA,NA,2014,Dodge,Grand Caravan
2016,Toyota,Avalon Hybrid ,NA,23890,NA,2016,Toyota,Avalon Hybrid
1990,jeep,wrangler  ,            automatic,NA,10000,1990,jeep,wrangler
